city,total_orders,total_revenue,average_order_value
West Katieton,1,327.08,327.08
Lake Joshuaborough,1,483.72,483.72
Jacobport,6,1809.2,301.533333333333
South Molly,3,617.24,205.746666666667
Port Matthewfurt,2,413.01,206.505
Kochville,1,498.01,498.01
Heidishire,1,244.54,244.54
North Lindastad,1,99.73,99.73
New Michelleport,1,77.68,77.68
North Annaton,1,144.86,144.86
New Claireland,1,297.28,297.28
Barkerfurt,1,99.41,99.41
South Joelport,1,274.23,274.23
Stevenport,4,947.79,236.9475
Hendersonport,5,1487.69,297.538
Aguilarburgh,4,1036.41,259.1025
Adamsville,1,459.97,459.97
Coreystad,1,279.02,279.02
Malonestad,1,400.94,400.94
North Erinfort,1,497.41,497.41
New Christopherbury,2,334.57,167.285
North Markfort,1,241.72,241.72
Port Michellehaven,4,1294.31,323.5775
Jasmineshire,2,618.63,309.315
Rodriguezview,4,1042.58,260.645
Sparksburgh,1,281.95,281.95
Powellside,2,705.48,352.74
West Paul,5,1239.08,247.816
East Brittanyville,2,631.07,315.535
West Richard,9,3001.58,333.508888888889
North Hectorhaven,1,311.02,311.02
North Davidport,3,1146.44,382.146666666667
Paulborough,1,86.98,86.98
South Larry,3,846.98,282.326666666667
South Lindaborough,1,328.58,328.58
Lake Angelshire,1,323.43,323.43
Parkerburgh,5,623.68,124.736
New Dominiqueland,1,301.47,301.47
Port Edwardton,2,561.22,280.61
Dustinfort,1,87.82,87.82
North Lanceshire,2,477.64,238.82
Lorimouth,4,1128.54,282.135
Lake Kaitlyn,2,377.66,188.83
Lake Morgan,6,1488.47,248.078333333333
Gordonmouth,2,265.16,132.58
Lake Kristenville,1,349.1,349.1
New Haroldmouth,1,150.83,150.83
Sandovalport,2,385.46,192.73
Simsport,1,363.93,363.93
East Dannymouth,1,396.57,396.57
Port Rose,3,702.12,234.04
Pricemouth,1,48.38,48.38
Lake Derekland,1,357.82,357.82
West Paulahaven,1,124.01,124.01
Clairebury,1,443.19,443.19
North Brad,2,349.99,174.995
Sawyerborough,2,550.26,275.13
West Gregorymouth,1,478.62,478.62
Gravesville,2,532.43,266.215
Port Robertchester,2,769.93,384.965
Cookview,2,725.92,362.96
Hickmanchester,1,23.16,23.16
New Charles,8,2154.12,269.265
Port Margaretchester,1,16.12,16.12
West Timothyburgh,1,289.98,289.98
Port Travisburgh,1,288.81,288.81
Tinabury,2,169.25,84.625
North Connorside,1,112.98,112.98
Lake Jessicachester,2,785.13,392.565
Lake Ryanchester,2,433.94,216.97
Hahnfort,1,441.42,441.42
Port Jacobfort,1,474.96,474.96
Harperside,2,771.38,385.69
North Jamesmouth,2,709.41,354.705
East Brianstad,1,491.89,491.89
Bethborough,1,165.82,165.82
New Natalie,3,832.03,277.343333333333
Joannemouth,1,461.13,461.13
Bairdland,1,415.32,415.32
South Carolton,1,417.26,417.26
New Maxwellchester,1,148.85,148.85
Gaineschester,1,279.31,279.31
Ericksonmouth,2,420.98,210.49
North Haleystad,1,81.71,81.71
Cruzmouth,2,483.93,241.965
Kelseyfurt,1,223.09,223.09
Gregoryhaven,1,202.59,202.59
Savagechester,1,367.06,367.06
Port Matthewshire,1,148.79,148.79
Arnoldfurt,1,103.71,103.71
Janiceborough,1,264.98,264.98
Sheilafort,2,118.9,59.45
North Heathertown,1,11.27,11.27
Rollinsmouth,1,236.06,236.06
Port Tiffany,7,1536.88,219.554285714286
Port Christophertown,2,226.81,113.405
North Brittanyfort,1,454.69,454.69
Marthafurt,1,265.34,265.34
Mcleanchester,1,201.08,201.08
Kennedyhaven,1,358.94,358.94
Mcdowellshire,1,196.94,196.94
East Maryton,1,395.77,395.77
South Wesleyland,1,161.48,161.48
East Courtneychester,1,237.65,237.65
East Jeremiahfort,1,162.04,162.04
Lopezshire,1,441.3,441.3
West Natashaborough,1,423.28,423.28
Baldwinborough,1,135.37,135.37
North Pamelaport,1,446.57,446.57
Gavinmouth,1,345.67,345.67
Madelinefort,1,132.71,132.71
Tommymouth,1,71.47,71.47
Lake Kellychester,1,166.28,166.28
Freyfurt,1,492.82,492.82
North Patrickfurt,1,246.73,246.73
Hartborough,1,274.77,274.77
South Taylorbury,1,370.87,370.87
West Amyborough,1,347.88,347.88
Fitzgeraldville,1,195.71,195.71
Garciashire,3,961.13,320.376666666667
Ingramfort,1,102.71,102.71
Stevenhaven,3,820.93,273.643333333333
Jessicaburgh,5,1908.14,381.628
New Nicholasbury,1,266.15,266.15
Wilsonside,6,2104.01,350.668333333333
North Brianshire,1,221.15,221.15
Gilesport,1,97.13,97.13
Rebeccastad,3,1029.43,343.143333333333
Scottfort,4,972.92,243.23
Sullivanburgh,2,488.1,244.05
Watersside,1,412.32,412.32
New Sandramouth,3,787.07,262.356666666667
Charlesfort,4,1206.83,301.7075
New Ryanmouth,1,239.0,239.0
Horneshire,2,276.67,138.335
Lake Pamela,7,1465.21,209.315714285714
Lake Patriciaville,1,344.91,344.91
West Denise,6,776.56,129.426666666667
South Charles,13,2448.41,188.339230769231
North Melinda,2,851.55,425.775
Ramosshire,1,221.35,221.35
East Jessicaberg,1,64.19,64.19
Brendaland,3,696.32,232.106666666667
Smithview,13,3049.64,234.587692307692
North Ryanburgh,3,478.13,159.376666666667
New Wandaberg,1,193.36,193.36
North Vanessahaven,1,75.76,75.76
West Philip,3,781.68,260.56
Gibsonborough,3,763.56,254.52
New Christophermouth,2,413.21,206.605
Jacobstad,2,258.9,129.45
Rebeccaton,3,846.69,282.23
North Stevenhaven,2,441.92,220.96
North Steven,17,4441.45,261.261764705882
Lake Kathrynmouth,1,131.42,131.42
New Zoe,1,34.58,34.58
Port Raymondstad,1,430.83,430.83
North Jasonville,2,351.72,175.86
Matthewtown,7,2108.43,301.204285714286
Bowmanview,3,916.44,305.48
East Elizabethland,2,562.65,281.325
New Susanville,1,444.12,444.12
Lake Kimberly,10,2753.08,275.308
Hamptonshire,1,278.75,278.75
Wrightstad,2,297.45,148.725
Huntchester,1,423.56,423.56
Jasontown,7,1567.14,223.877142857143
Jessetown,4,1144.69,286.1725
Lake Douglas,4,1234.0,308.5
North Anthonyview,1,181.77,181.77
Santiagomouth,2,347.95,173.975
Lauriechester,2,785.09,392.545
Emilyshire,5,1311.96,262.392
Martinview,4,1452.4,363.1
Stevenborough,2,485.62,242.81
Oconnellland,1,54.92,54.92
Kevinfort,6,1271.24,211.873333333333
South Roberthaven,3,569.3,189.766666666667
Hebertton,1,473.14,473.14
West Zacharybury,1,207.04,207.04
Chadbury,1,394.78,394.78
East Kevinport,2,835.23,417.615
Erinchester,2,308.04,154.02
South Bobbyfort,1,281.25,281.25
New Brandishire,1,489.62,489.62
East Robertstad,1,320.57,320.57
Larsentown,1,152.73,152.73
Traceyview,1,242.96,242.96
Tonyaburgh,2,299.14,149.57
Edwardhaven,1,489.04,489.04
Lopezport,3,647.07,215.69
Adamberg,2,184.29,92.145
Craigview,4,853.59,213.3975
Mathewschester,1,477.17,477.17
Deborahside,3,768.93,256.31
Benjaminberg,3,575.59,191.863333333333
Carterbury,2,256.81,128.405
North Angel,3,537.49,179.163333333333
Ramirezfurt,2,534.86,267.43
Port Derek,2,836.5,418.25
Grayport,2,745.82,372.91
Lake Walter,2,585.58,292.79
North Marytown,2,701.08,350.54
Goldenton,1,365.28,365.28
Port Joshuastad,1,122.12,122.12
West Jacobburgh,2,174.39,87.195
East Derekhaven,1,252.23,252.23
Dunlapfort,1,208.7,208.7
Chenton,2,638.91,319.455
North Toniborough,1,62.54,62.54
Rioshaven,1,451.01,451.01
South Susanmouth,2,494.94,247.47
Lake Nancyfort,1,498.33,498.33
East Charlenebury,1,352.0,352.0
Manntown,1,108.62,108.62
South Amyfurt,1,399.38,399.38
Molinaland,1,396.2,396.2
Hessside,1,56.01,56.01
Cervantesville,2,442.6,221.3
New Allisonhaven,1,483.09,483.09
Anachester,1,481.42,481.42
Bethton,1,270.7,270.7
Hamptonland,2,768.3,384.15
Masonmouth,3,503.79,167.93
Brookefort,2,51.81,25.905
New Julieburgh,1,332.69,332.69
Veronicaberg,1,143.64,143.64
Troytown,1,434.95,434.95
South Edwardmouth,2,109.42,54.71
Hortonmouth,1,446.34,446.34
Lake Robertville,1,163.22,163.22
Johnstonhaven,1,403.39,403.39
South Valerie,2,415.42,207.71
South Edwin,2,281.03,140.515
Deleonstad,1,137.39,137.39
Carlmouth,2,365.69,182.845
Lake Jeremymouth,2,612.95,306.475
New Amberland,1,266.27,266.27
Cardenasstad,1,242.11,242.11
North Jasonton,1,269.85,269.85
Fullerton,2,611.78,305.89
East Oliviaburgh,1,367.29,367.29
Acostamouth,1,491.58,491.58
Riverastad,2,620.51,310.255
Lake Joannchester,1,356.74,356.74
Hardyhaven,3,620.34,206.78
Port Derekberg,1,67.38,67.38
West Deborahburgh,1,50.19,50.19
Port Joannehaven,1,160.01,160.01
Madelineview,1,238.79,238.79
South Stephanieton,1,167.88,167.88
South Larryfort,1,380.11,380.11
Landrybury,1,305.47,305.47
South Jasmineborough,1,42.59,42.59
Susanton,4,720.55,180.1375
Alexandraburgh,1,347.19,347.19
Kristitown,1,91.69,91.69
Bradleyport,2,559.92,279.96
East Kristie,1,432.22,432.22
Jimmyshire,1,360.78,360.78
Angelaburgh,4,1057.02,264.255
Bairdport,1,350.41,350.41
New Tara,1,71.63,71.63
Danielstown,1,304.33,304.33
East Paulview,1,376.95,376.95
Ferrellport,1,415.86,415.86
New Brianland,2,698.91,349.455
Dannyburgh,1,100.42,100.42
West Manuel,2,813.47,406.735
Bellville,1,432.91,432.91
Louisbury,1,340.29,340.29
Lake Ronaldchester,1,456.73,456.73
Coletown,3,1035.02,345.006666666667
West Jack,1,400.27,400.27
Lake Cristian,1,246.09,246.09
South Tammyberg,1,13.32,13.32
South Stephaniefort,1,108.65,108.65
South Markhaven,1,128.6,128.6
South Kylebury,1,246.62,246.62
East Allenshire,1,294.6,294.6
Donaldchester,2,485.84,242.92
Smallstad,1,187.81,187.81
Wheelerfort,1,436.12,436.12
Port Leemouth,1,388.13,388.13
New Melinda,1,347.4,347.4
Port Heathermouth,1,110.68,110.68
West Mason,1,266.78,266.78
Frystad,1,391.17,391.17
East Williambury,2,402.68,201.34
Bennettbury,1,91.43,91.43
West Aaronton,1,391.1,391.1
West Mariah,2,504.36,252.18
North Brendashire,1,182.59,182.59
New Shirleyfurt,1,233.91,233.91
South Jadeton,1,89.67,89.67
West Shannonville,1,205.2,205.2
Vasquezport,1,257.87,257.87
Claystad,1,163.69,163.69
Munozfort,1,315.2,315.2
Howardland,1,220.84,220.84
Wallerfurt,1,221.27,221.27
Lake Ana,1,64.56,64.56
Santanaville,1,144.41,144.41
Port Ronaldview,1,419.58,419.58
West Alexisside,1,107.36,107.36
East Stuart,1,224.06,224.06
New Traviston,1,307.54,307.54
Rachaelside,1,354.79,354.79
North Glenfort,1,165.13,165.13
Kennedyland,1,483.86,483.86
East Regina,2,870.19,435.095
North Katherineborough,1,149.27,149.27
Karlfurt,1,27.82,27.82
Christinafort,2,527.22,263.61
Cowantown,1,107.74,107.74
Christensentown,2,278.45,139.225
Lake Jeremyton,1,148.04,148.04
Coopershire,1,497.34,497.34
North Erinstad,1,397.4,397.4
South Debraview,1,359.92,359.92
Port Scottborough,2,481.35,240.675
Briannastad,1,320.73,320.73
Maxwellborough,1,347.32,347.32
Atkinsberg,1,223.17,223.17
Brandishire,2,789.44,394.72
Jeffersonland,1,464.87,464.87
Lake Ericfort,1,301.73,301.73
Deannaside,2,493.01,246.505
South Matthewtown,1,303.95,303.95
Port Raymondside,1,20.01,20.01
Lambertview,1,460.46,460.46
Downsbury,1,375.47,375.47
Jeromeshire,1,384.31,384.31
Port Robinview,1,72.79,72.79
Lake Phillipborough,1,75.72,75.72
New Josephstad,1,287.52,287.52
New Carolshire,1,384.87,384.87
Lake Theresahaven,1,380.92,380.92
North Sophiashire,1,69.26,69.26
North Gloriaton,1,63.91,63.91
Harrisonview,1,344.94,344.94
New Samanthamouth,1,78.13,78.13
West Sharonborough,1,76.28,76.28
Port Williamview,2,305.51,152.755
Toddhaven,1,212.33,212.33
South Juanborough,1,368.02,368.02
West Jenniferborough,1,131.31,131.31
Port Jeremyfort,1,453.94,453.94
Port Elizabethchester,1,468.91,468.91
Nielsenmouth,1,223.19,223.19
Andrestad,1,137.34,137.34
East Jeffreyborough,1,173.61,173.61
Ortegashire,1,188.45,188.45
Annetteside,1,309.87,309.87
New Angelaton,1,359.67,359.67
North Michelefurt,1,232.18,232.18
Donnatown,1,82.86,82.86
New Angie,1,303.31,303.31
Dannyfort,1,429.06,429.06
Kennedybury,1,428.3,428.3
Garyton,1,365.67,365.67
North Erikabury,1,351.15,351.15
Brandistad,1,66.87,66.87
Port Jasminebury,1,483.12,483.12
Melvinberg,1,480.13,480.13
Wallerside,1,144.33,144.33
New Stephenborough,1,139.04,139.04
New Tinaside,1,98.72,98.72
Wellsshire,1,48.57,48.57
East Jonathonhaven,1,355.3,355.3
West Janet,1,14.44,14.44
Yolandaside,1,114.9,114.9
Alitown,1,93.44,93.44
North Amandashire,1,115.03,115.03
Candaceshire,1,446.78,446.78
Piercebury,1,187.54,187.54
Hardychester,1,80.17,80.17
Lake Jessicaland,1,382.62,382.62
Lake Nicoleview,1,253.9,253.9
Kathytown,1,285.59,285.59
North Phillipview,1,51.59,51.59
North Pennyshire,1,488.22,488.22
Lake Carriehaven,1,156.02,156.02
Port Mollyfort,1,331.0,331.0
Port Brianna,1,173.34,173.34
North Amandamouth,1,492.3,492.3
New Frankland,1,26.73,26.73
Hendersonmouth,1,42.88,42.88
Brandtton,1,270.27,270.27
Wattsberg,1,88.02,88.02
West Laurafort,1,422.41,422.41
Derrickburgh,1,75.3,75.3
Khanbury,1,417.87,417.87
Lake Cynthiaborough,1,499.44,499.44
Lake Ethanville,1,444.02,444.02
New Andrewstad,2,634.43,317.215
Tanyaberg,1,368.17,368.17
Antonioville,1,85.77,85.77
Velezchester,1,445.17,445.17
Port Taylormouth,1,397.11,397.11
Mackland,1,487.74,487.74
Port Darren,1,19.04,19.04
North Carlosland,1,115.29,115.29
West Heatherfurt,1,348.48,348.48
Dominicberg,1,394.11,394.11
East Juanton,1,30.58,30.58
Leslieland,1,450.51,450.51
North Ericachester,1,238.37,238.37
Bairdfort,1,157.51,157.51
Salasborough,1,18.12,18.12
East Zacharymouth,1,369.97,369.97
Port Leslieborough,1,101.19,101.19
Sampsonhaven,1,304.68,304.68
West Sandraland,1,265.36,265.36
North Loriview,1,160.57,160.57
Vaughanfort,1,434.32,434.32
New Stevenside,1,83.74,83.74
West Ronaldview,1,277.09,277.09
Evansville,1,73.22,73.22
South Jamestown,1,176.74,176.74
East Martintown,1,76.23,76.23
Port Laurenfort,1,175.7,175.7
South Michelleside,1,387.12,387.12
Deborahbury,3,927.85,309.283333333333
Jesusborough,1,491.35,491.35
New Kevinfort,1,103.57,103.57
Cassiehaven,1,202.58,202.58
North Sarahland,2,715.02,357.51
Freemanmouth,3,594.43,198.143333333333
New Melissatown,1,374.04,374.04
Charleshaven,7,1996.72,285.245714285714
Rowlandchester,1,55.8,55.8
Melissaland,3,651.09,217.03
Joneshaven,11,2948.47,268.042727272727
Mendezland,2,452.85,226.425
West Philiptown,1,233.31,233.31
Lake Katieborough,1,44.06,44.06
Petersonmouth,4,983.39,245.8475
East Matthewview,1,246.07,246.07
East Timothyview,1,204.45,204.45
Garzastad,3,1096.41,365.47
Port Michaelhaven,3,891.65,297.216666666667
North Williamton,1,304.53,304.53
East Sheila,3,1232.77,410.923333333333
Jefferychester,2,643.21,321.605
New Suzannemouth,1,396.84,396.84
Lake Kenneth,13,3034.24,233.403076923077
Morganshire,2,520.02,260.01
Tracyton,2,443.36,221.68
Sarahberg,6,1980.76,330.126666666667
Chloeport,1,390.91,390.91
Jenniferside,14,3706.21,264.729285714286
Lake Marthashire,1,382.48,382.48
Lake Sarahland,2,335.83,167.915
Cynthiastad,5,1231.41,246.282
Javierside,1,427.25,427.25
Lewisbury,1,72.25,72.25
Anneville,1,111.38,111.38
Staffordfort,1,317.77,317.77
West Deborahstad,1,449.17,449.17
Taylorchester,9,2531.43,281.27
East Carlostown,1,163.44,163.44
New Regina,2,107.65,53.825
Port Brent,2,370.32,185.16
Alisonfurt,1,28.98,28.98
Mclaughlinmouth,1,68.44,68.44
Port Colin,2,567.66,283.83
East Amanda,10,2285.93,228.593
Sethville,2,617.46,308.73
Cherylton,3,197.41,65.8033333333333
Owensland,2,908.57,454.285
Port Ginatown,1,193.64,193.64
Townsendtown,1,54.01,54.01
West Rebeccachester,1,256.9,256.9
North Benjamin,5,1586.28,317.256
Sarahtown,6,1971.02,328.503333333333
New Maryborough,1,49.82,49.82
Drewport,1,431.17,431.17
South Jessicastad,1,104.09,104.09
Oliviafurt,1,159.85,159.85
Gibsonmouth,2,784.17,392.085
Markburgh,3,776.4,258.8
South Shannon,9,2477.85,275.316666666667
Murrayfurt,2,649.03,324.515
Clarkeville,1,390.63,390.63
Palmermouth,3,904.51,301.503333333333
Lake Tinachester,1,251.43,251.43
Amandachester,6,2012.25,335.375
Marissaborough,2,623.87,311.935
Lake Kaitlynchester,1,114.69,114.69
Valerieside,2,452.28,226.14
Chrisfort,1,428.57,428.57
New Catherinestad,1,370.91,370.91
Hillside,2,526.79,263.395
Adrianchester,1,392.61,392.61
Weaverport,2,356.7,178.35
Lake Davidburgh,2,427.35,213.675
Adkinsport,1,85.97,85.97
Bowmanland,1,435.69,435.69
Lopezview,1,411.31,411.31
East Frankville,1,273.48,273.48
Stewartfort,1,396.08,396.08
New Shirley,1,284.56,284.56
Snyderburgh,1,189.72,189.72
Angelashire,4,674.24,168.56
West Meghanport,1,91.86,91.86
Lake Christian,2,148.1,74.05
North Hannahport,1,248.75,248.75
Georgehaven,3,676.72,225.573333333333
Roblesview,1,27.78,27.78
West Alejandraside,1,456.49,456.49
Stephenburgh,2,901.64,450.82
North Richardstad,2,652.96,326.48
North Kellymouth,1,312.46,312.46
Herbertton,1,32.32,32.32
Gonzalesview,1,91.81,91.81
South Ericstad,1,156.74,156.74
South Ronaldport,2,884.09,442.045
Melindatown,2,844.19,422.095
Lake Brianmouth,1,457.56,457.56
New Charlene,2,708.7,354.35
Port Michelleville,1,281.47,281.47
North Ashleymouth,2,353.01,176.505
East Amyport,2,669.4,334.7
Port Kristineshire,1,439.66,439.66
Mortonfurt,1,145.61,145.61
Ramosborough,1,217.08,217.08
West Donton,1,169.58,169.58
Howardview,3,1071.21,357.07
Lake Elizabethfurt,2,789.54,394.77
North Davidborough,1,33.8,33.8
Richardsonshire,3,920.79,306.93
Lake Breanna,1,347.74,347.74
Janechester,1,492.38,492.38
Hughesville,2,188.71,94.355
New Chadburgh,2,506.91,253.455
Derekstad,1,156.26,156.26
Kyleland,3,574.13,191.376666666667
Sabrinaside,1,305.89,305.89
South Andres,1,472.27,472.27
West Nancystad,1,65.43,65.43
South Shari,1,72.79,72.79
Evelynberg,1,133.67,133.67
Petersentown,1,460.47,460.47
East Connor,2,444.91,222.455
Lake Marissaburgh,1,336.4,336.4
Lake Nicoleborough,1,323.98,323.98
Livingstonberg,1,467.96,467.96
Port Larrystad,1,260.5,260.5
Carlaborough,1,492.87,492.87
Staceystad,1,457.21,457.21
South Laurachester,2,561.75,280.875
Whitakerside,1,217.22,217.22
Sandovalborough,1,250.31,250.31
Christianmouth,2,549.17,274.585
Millsfurt,1,207.57,207.57
Shelbyfort,1,486.01,486.01
Jessicafurt,3,720.48,240.16
Burnsville,1,357.43,357.43
Payneberg,1,162.82,162.82
Monroeton,1,347.93,347.93
South Anthonyberg,2,817.97,408.985
South Alexanderborough,1,435.74,435.74
West Michaelhaven,1,318.29,318.29
Mccormickfurt,1,29.48,29.48
West Karenberg,1,433.15,433.15
South Christineburgh,1,76.68,76.68
Dyerfort,1,427.47,427.47
South Nancyport,1,485.87,485.87
Port Brittanybury,1,445.07,445.07
Port Aaronfurt,1,309.79,309.79
Lindsayland,3,703.78,234.593333333333
Arianafurt,1,300.88,300.88
Lake Danielport,2,800.41,400.205
New Michelletown,1,246.73,246.73
Welchville,1,349.29,349.29
North Jamesville,3,1283.58,427.86
East Susantown,1,424.52,424.52
Barnesport,2,579.65,289.825
Andrehaven,1,132.81,132.81
South Kevinport,1,364.74,364.74
Port Williamton,1,250.33,250.33
Lanemouth,2,632.37,316.185
New Corey,1,471.88,471.88
Gordonbury,1,495.26,495.26
North Brandi,1,176.26,176.26
South Shelbyville,1,63.81,63.81
Obrienfurt,1,271.04,271.04
New Rachelshire,1,389.23,389.23
Port Derrickmouth,1,459.15,459.15
Lake Sophiamouth,1,285.63,285.63
North Kristinview,1,486.5,486.5
North Heidiview,1,249.52,249.52
Tommyfort,1,237.99,237.99
Port Joeltown,1,185.33,185.33
Port Timothyside,1,90.12,90.12
Hicksville,1,345.74,345.74
New Jerryberg,1,90.0,90.0
West Brendamouth,1,22.77,22.77
Gomezfurt,1,188.69,188.69
West Danielborough,1,238.64,238.64
Nealport,1,340.33,340.33
Jesusbury,3,950.37,316.79
Grimeschester,1,466.9,466.9
Waltersmouth,3,775.43,258.476666666667
South Debrafurt,1,212.52,212.52
New Drewhaven,1,289.4,289.4
Karlfort,1,457.29,457.29
Mccallbury,1,398.59,398.59
Port Xaviermouth,1,297.89,297.89
Port Fred,1,280.15,280.15
South Tylerland,1,256.36,256.36
Daviesborough,1,407.8,407.8
Strongtown,1,313.2,313.2
New Micheal,1,448.74,448.74
Cobbstad,1,408.65,408.65
Lake Staceyton,1,385.75,385.75
Whitneyborough,1,208.13,208.13
Port Wendyshire,1,455.82,455.82
Swansonfurt,1,386.54,386.54
Esteston,1,471.41,471.41
Clineville,1,223.99,223.99
Lake Shellyport,1,446.79,446.79
West Erinmouth,1,357.33,357.33
Blackbury,2,802.03,401.015
Jillstad,2,592.14,296.07
East Cameron,1,218.55,218.55
Fostertown,1,265.03,265.03
East Joann,1,416.93,416.93
Lake Sandrafurt,1,351.3,351.3
North Doris,1,440.14,440.14
East Raymondmouth,1,498.04,498.04
Reynoldstown,1,426.65,426.65
Velasquezstad,1,174.97,174.97
Salazarburgh,1,395.02,395.02
South Dominique,1,480.53,480.53
Lutzfort,1,197.12,197.12
East Dianaberg,1,399.62,399.62
Valerieview,1,444.34,444.34
South Staceyton,1,489.51,489.51
New Josephbury,1,54.87,54.87
Douglasburgh,1,201.89,201.89
East Ashleyburgh,1,312.05,312.05
Lake Raymondburgh,1,23.77,23.77
Lake Christopherport,2,803.1,401.55
Peggyburgh,1,428.83,428.83
Lake Joseside,1,383.84,383.84
Bradyview,4,533.94,133.485
Mirandashire,1,321.29,321.29
North Victoriaview,1,285.75,285.75
West Charlesville,1,331.88,331.88
